id,fold
6868566,0
3703194,0
4183121,0
2875010,0
6961351,0
4739474,0
1815861,0
3216498,0
2870439,0
2980619,0
2210248,0
3266947,0
4558062,0
9270868,0
9299666,0
3401858,0
3206754,0
2521944,0
10261900,0
5304465,0
6884148,0
466709,0
2381538,0
2630724,0
4503812,0
2038734,0
6158199,0
6235248,0
2491928,0
2967900,0
1356962,0
3596143,0
9378626,0
1972549,0
3171558,0
2541628,0
8900799,0
4399127,0
3500712,0
3937953,0
6317939,0
3336891,0
6121281,0
4717963,0
3491934,0
3981283,0
7180983,0
4351520,0
4315904,0
7804592,0
5260134,0
6752618,0
9468954,0
4837530,0
7807602,0
2407487,0
5411621,0
7137366,0
7323335,0
6858633,0
1763550,0
3641349,0
8007438,0
3917198,0
4391903,0
2148326,0
2651017,0
3750444,0
2430804,0
6128638,0
6116031,0
2198488,0
5737044,0
9654776,0
4961325,0
3086753,0
3064248,0
5135898,0
4600118,0
5141645,0
3476149,0
5774249,0
6387764,0
4782146,0
5995029,0
6174376,0
6791755,0
2242889,0
3690237,0
1813250,0
6901312,0
7769074,0
8841047,0
9240068,0
6306431,0
4473768,0
3103350,0
7307935,0
3986050,0
4113828,0
2421536,0
6282526,0
7479414,0
3142109,0
3003229,0
3644093,0
5152075,0
7681336,0
9251688,0
2131344,0
4997221,0
4075825,0
5806715,0
4806002,0
3466552,0
2601828,0
5510769,0
4160448,0
4440112,0
4199109,0
3086865,0
3006365,0
9262377,0
9477781,0
6284864,0
3579630,0
3082826,0
4303283,0
3374285,0
4602162,0
1879190,0
2840129,0
9031727,0
2625439,0
4050562,0
7361184,0
2560878,0
7185386,0
3123419,0
4859006,0
1847620,0
4821220,0
4521410,0
2088833,0
5476889,0
5094248,0
4021169,0
6214332,0
5610183,0
5975870,0
2600029,0
9287521,0
5551614,0
3497863,0
2404435,0
5876904,0
6985991,0
4579643,0
7067975,0
4174560,0
9030964,0
5729995,0
4887895,0
9114656,0
5792610,0
7214282,0
1932026,0
5785169,0
4923392,0
3912998,0
2503534,0
4581764,0
6737358,0
4824839,0
5163548,0
3442521,0
7342319,0
4377854,0
3517960,0
8027829,0
2220237,0
2149250,0
6407238,0
4910323,0
3215168,0
3661971,0
6930915,0
2428424,0
4365527,0
7053919,0
2542314,0
4550117,0
7952971,0
3182254,0
6030617,0
2960102,0
3268375,0
8815560,0
2593932,0
2593358,0
7491503,0
4261906,0
6403668,0
7757601,0
2299302,0
5334089,0
7587018,0
8079377,0
8742067,0
6906884,0
2730824,0
3818526,0
4255102,0
4909945,0
5919548,0
3054336,0
5575736,0
9804233,0
3455380,0
3126772,0
3361720,0
4215650,0
5790720,0
3527375,0
2843216,0
8521357,0
1801658,0
5642992,0
1744412,0
6951341,0
7245705,0
4078954,0
4570501,0
4721750,0
6041208,0
4192221,0
4342308,0
2047421,0
2332349,0
3313077,0
1990245,0
3704335,0
4286294,0
2876074,0
5283843,0
2760210,0
3911220,0
3873602,0
4355867,0
5848057,0
2318258,0
2357731,0
2318601,0
4979721,0
2822685,0
5693819,0
4932646,0
2015333,0
6371041,0
4606607,0
5883554,0
8021942,0
7630390,0
7435720,0
7344979,0
479099,0
6266223,0
2276664,0
5506023,0
3526738,0
7826110,0
4541213,0
8110114,0
4564285,0
655786,0
6352260,0
3256937,0
3001808,0
879954,0
3674690,0
7116359,0
5268667,0
8560928,0
4016052,0
1926272,0
5640171,0
3148374,0
3488028,0
2100390,0
7050153,0
1086678,0
7164064,0
3095258,0
4849101,0
1866751,0
7290113,0
1042116,0
4282997,0
2249854,0
3279533,0
6393546,0
2683854,0
2056136,0
6036763,0
7744497,0
4084561,0
5632275,0
6401624,0
7655800,0
3532023,0
6762201,0
7977359,0
4252316,0
3243455,0
4674304,0
5536207,0
2652438,0
5217287,0
5039249,0
2023915,0
7835588,0
4685028,0
3555830,0
6046094,0
1668105,0
3807641,0
1053239,0
7646070,0
4885571,0
6158745,0
2598629,0
3194742,0
6665349,0
4222258,0
3115705,0
4228005,0
8579527,0
3946262,0
7847656,0
6156099,0
2053791,0
1415034,0
6140391,0
7623425,0
1803877,0
2187134,0
5512498,0
4365716,0
5161567,0
4204716,0
2762352,0
4432671,0
4047846,0
5229670,0
2599168,0
6590939,0
3910590,0
1872491,0
5278026,0
3884060,0
3041225,0
9432470,0
6148980,0
1591595,0
2253991,0
4168281,0
7481143,0
2947649,0
4425223,0
6286250,0
3148255,0
7508247,0
151569,0
2787167,0
3792626,0
8813880,0
1251192,0
2788952,0
2930387,0
5112924,0
1361267,0
3384267,0
2695425,0
1936170,0
4713686,0
4490470,0
2544526,0
2171104,0
7497796,0
2250421,0
3188939,0
2810904,0
6189895,0
6238916,0
1906952,0
4721631,0
5318633,0
6230754,0
4049778,0
6200934,0
2156544,0
2435522,0
2607169,0
4975010,0
7579577,0
4471983,0
2216065,0
9743606,0
4509510,0
2308794,0
4697656,0
6881320,0
7458435,0
7825424,0
2649211,0
2453862,0
4721064,0
4913382,0
7347429,0
7555175,0
4849759,0
5399903,0
6043581,0
6593242,0
3246556,0
6115107,0
3950672,0
2748464,0
6124018,0
5017556,0
3771808,0
2393690,0
4116530,0
3109090,0
4751983,0
1866653,0
2099438,0
4235824,0
8864049,0
4229741,0
8672319,0
7260020,0
4712195,0
7260328,0
2961810,0
5669823,0
5827932,0
1848159,0
6128183,0
2104814,0
3181127,0
2961964,0
2212635,0
4940108,0
6561077,0
3803700,0
4729947,0
3663868,0
2681488,0
5696556,0
1110198,0
5011053,0
3339607,0
4177227,0
2376785,0
4114416,0
6562211,0
3280856,0
7362290,0
8023986,0
3487993,0
3702312,0
5618555,0
4840470,0
4509482,0
2231220,0
4252435,0
1917970,0
5353962,0
1863482,0
7824934,0
6588209,0
2432974,0
6261071,0
9473378,0
1964632,0
4330723,0
5649082,0
4581498,0
5966322,0
3341217,0
6936928,0
1540040,0
5296954,0
4541220,0
8496843,0
3224492,0
2239256,0
8053379,0
1332441,0
6358665,0
7563932,0
4305677,0
711464,0
7805334,0
4281709,0
4593391,0
6010660,0
2882073,0
3821809,0
4944441,0
2739959,0
4135626,0
4095285,0
5427917,0
9278568,0
7810451,0
3116104,0
3296963,0
1982391,0
5896231,0
9394124,0
1974012,0
3481560,0
5692580,0
3412414,0
7128707,0
7455306,0
1920882,0
1767883,0
5191737,0
2887848,0
7353393,0
4802103,0
1970918,0
2070087,0
4674472,0
2075687,0
3446553,0
4076525,0
6324883,0
3723284,0
6213688,0
6996190,0
3605922,0
8127747,0
5091889,0
4620859,0
2938787,0
5945308,0
1793433,0
6220457,0
5991011,0
3739622,0
1475843,0
7320248,0
3556838,0
5279657,0
3287310,0
2360013,0
3997089,0
1983756,0
5808402,0
6348270,0
4370105,0
2878279,0
2644311,0
3217100,0
1123330,0
4948389,0
829932,0
2789176,0
3471907,0
3988430,0
640512,0
8790752,0
2003468,0
4489707,0
3185460,0
2959647,0
7738981,0
4897135,0
3003817,0
4723437,0
6104614,0
4997305,0
3849312,0
4602624,0
6939679,0
1143273,0
4959939,0
3003257,0
6299571,0
1989888,0
2306260,0
2357745,0
4389614,0
3442325,0
3395404,0
5000308,0
8077494,0
4696711,0
5113687,0
3596087,0
3455443,0
8599785,0
6774304,0
3941733,0
7415847,0
9248790,0
6158864,0
9393333,0
3629904,0
6859627,0
2425015,0
2191138,0
2860408,0
3827682,0
5001526,0
4133162,0
1385123,0
5335979,0
7447746,0
3488238,0
2667544,0
7659853,0
10116972,0
3894203,0
5720636,0
2468254,0
2008802,0
6098867,0
5462819,0
3178089,0
5761880,0
6891778,0
2522483,0
1893981,0
6175027,0
5338807,0
3396041,0
8745777,0
3606307,0
6989974,0
5899815,0
5722589,0
2988284,0
6219176,0
3346985,0
5465542,0
5563843,0
1837036,0
7838759,0
1907400,0
3237925,0
4276613,0
2511164,0
5246064,0
4277502,0
4849682,0
3525926,0
2858056,0
2411869,0
2496583,0
5050820,0
4019720,0
4928565,0
2867898,0
7233868,0
3113724,0
2934440,0
2116616,0
2582662,0
2087545,0
3440736,0
4348615,0
6204798,0
1784578,0
6982148,0
1587234,0
2613385,0
6716848,0
6224601,0
4695325,0
5760193,0
6185107,0
3655321,0
6367576,0
3154135,0
4043905,0
2810162,0
10114907,0
2809588,0
7462005,0
4279889,0
5846517,0
3515608,0
5584458,0
5595994,0
7538648,0
6571052,0
7738841,0
6173998,0
4049484,0
6911343,0
4245120,0
7158268,0
3666689,0
3296858,0
4003130,0
5972475,0
1882809,0
4143837,0
5684138,0
6305262,0
5974260,0
7612232,0
5573111,0
7406551,0
8755948,0
5575365,0
5559734,0
4982178,0
4392036,0
5664195,0
1937143,0
1953390,0
3594148,0
5278705,0
2379935,0
2000199,0
2019001,0
4175862,0
7097886,0
3952079,0
1959543,0
2254145,0
2810526,0
7685599,0
2525605,0
7473072,0
3446392,0
1883026,0
4589366,0
3697783,0
2449760,0
1780581,0
2162284,0
4588960,0
2650660,0
1766840,0
8893687,0
7600304,0
7776067,0
3742163,0
5178486,0
4947094,0
5699671,0
2001837,0
2578189,0
3989760,0
4640417,0
3517232,0
5107093,0
2725035,0
3410027,0
2066664,0
2242546,0
3908959,0
2141088,0
4002010,0
7039660,0
6182160,0
5957803,0
2400564,0
8553844,0
1208345,0
5007126,0
7334759,0
5967981,0
4257566,0
2382210,0
7159535,0
7329362,0
5210175,0
9755499,0
4266792,0
5565754,0
1793426,0
3462002,0
5445263,0
2505718,0
4041294,0
3217975,0
2796750,0
2871601,0
4372842,0
4692889,0
5021966,0
1826228,0
2157447,0
4303591,0
2118387,0
2385843,0
5254772,0
3435829,0
5985208,0
4236811,0
1556546,0
6016939,0
4069672,0
3244351,0
7265816,0
6982015,0
3788839,0
4440483,0
3426876,0
8099971,0
4591151,0
4251777,0
7209410,0
5414477,0
2851469,0
2445301,0
3742429,0
2382861,0
2110484,0
1941952,0
7670563,0
6105370,0
6587663,0
4296374,0
5468097,0
2175976,0
2658843,0
3879594,0
1204488,0
2781217,0
6422106,0
6127266,0
161782,0
4045137,0
7394385,0
4167672,0
2262545,0
5311689,0
3229028,0
4902329,0
5865578,0
3001542,0
5687778,0
9686815,0
2121173,0
2703006,0
2357192,0
2654132,0
4602218,0
2852701,0
5697718,0
5212555,0
3343933,0
3022360,0
8568313,0
3438965,0
2546906,0
3253612,0
3901959,0
4276095,0
3961144,0
3117931,0
5507080,0
5279167,0
266691,0
2303803,0
3466398,0
7304673,0
2910682,0
4561919,0
2831274,0
6553118,0
3838364,0
3563929,0
3508727,0
3209988,0
4216056,0
9972450,0
2753224,0
2112066,0
3631437,0
4972924,0
2465762,0
3497464,0
6558760,0
3218122,0
3045915,0
6311380,0
5037800,0
6586158,0
1784375,0
7830478,0
4903015,0
2627063,0
9436782,0
4615056,0
1116204,0
3679583,0
2627868,0
4473495,0
3169696,0
4953737,0
2425911,0
6314607,0
2015039,0
2806683,0
3743318,0
6436176,0
4497337,0
5645974,0
3908147,0
3692134,0
4752865,0
2074707,0
6611386,0
5559573,0
6542128,0
5913668,0
7512342,0
4543040,0
2158119,0
6600326,0
2929652,0
3892054,0
2028374,0
518411,0
2861731,0
4405805,0
7318589,0
5092694,0
6391985,0
3984979,0
8847319,0
6883476,0
5030184,0
2024573,0
5638652,0
3667438,0
3739405,0
3421906,0
2128383,0
8630704,0
738232,0
2981592,0
5676459,0
7920750,0
1531038,0
4399491,0
4249803,0
1854067,0
4938113,0
3903751,0
2149159,0
5322980,0
3298965,0
4022856,0
3831399,0
8113740,0
5104489,0
8473659,0
6441104,0
9787517,0
2344319,0
3097932,0
3423621,0
3642777,0
4353739,0
4831895,0
3381208,0
5452333,0
2355253,0
8886540,0
9106431,0
10106780,0
7274867,0
5504637,0
7576525,0
2046168,0
4408241,0
5654227,0
7581418,0
1903956,0
3223253,0
2930219,0
6332863,0
2927860,0
4703613,0
4078030,0
3426792,0
3417776,0
2323060,0
5573251,0
3612957,0
2473721,0
4482056,0
6550318,0
2637780,0
6601509,0
6903622,0
9517247,0
4669894,0
4084253,0
7385810,0
4836466,0
4296073,0
3773355,0
3042961,0
6542450,0
3481651,0
4747762,0
7069291,0
3374103,0
2546017,0
2178916,0
7157323,0
2239214,0
4211184,0
1849832,0
4131055,0
6191372,0
2258324,0
2900098,0
5694988,0
1808854,0
4669621,0
1732365,0
5545118,0
4963726,0
4291810,0
2104478,0
6978067,0
2129230,0
5001176,0
2539619,0
4672806,0
3662951,0
6283807,0
2561921,0
1828468,0
3354132,0
7142875,0
968763,0
6218049,0
4321476,0
8129700,0
2501315,0
3480916,0
2089183,0
4584557,0
414538,0
6941016,0
2695502,0
5151851,0
2161017,0
7358846,0
1915828,0
7416960,0
8034479,0
2858154,0
10053937,0
2273101,0
6151059,0
4043548,0
3962642,0
4965175,0
5811678,0
5608426,0
4730409,0
1056914,0
4818903,0
5978740,0
4911240,0
3933067,0
5147602,0
4970341,0
6553377,0
2600673,0
1475682,0
4043744,0
2003363,0
7442552,0
3317053,0
2033792,0
5375977,0
2807313,0
5281638,0
7178995,0
2259829,0
1872085,0
4354880,0
6878646,0
3554080,0
6892359,0
5982436,0
7109513,0
5089670,0
1752266,0
2119899,0
6153173,0
9347504,0
5974624,0
1816036,0
2450110,0
4227270,0
6001630,0
4426259,0
2693269,0
6556303,0
9682167,0
1861599,0
6913639,0
2615303,0
6215816,0
6804544,0
5053081,0
4847029,0
2638207,0
6233407,0
4172264,0
4102705,0
5217007,0
4233759,0
5219520,0
3055582,0
2547431,0
7680916,0
6974525,0
4902070,0
2289243,0
5967092,0
4081866,0
4976984,0
5673792,0
4090602,0
4028995,0
6537375,0
7379580,0
4126246,0
9155837,0
4541752,0
3410622,0
6656634,0
3742940,0
3566659,0
5005075,0
5063399,0
2541649,0
6040445,0
6085602,0
9158784,0
4096881,0
7148965,0
2594387,0
4356462,0
4277999,0
9311510,0
3417755,0
1949610,0
7543415,0
4835773,0
2569824,0
4548766,0
7035299,0
551444,0
1790479,0
5632597,0
4423109,0
1749424,0
4089706,0
1246124,0
4003109,0
4294127,0
10258498,0
7759575,0
2061092,0
3964560,0
6060773,0
4402207,0
6951908,0
3522391,0
5315189,0
2725679,0
7896341,0
6445591,0
2010139,0
2580786,0
6977276,0
8928750,0
4373899,0
5230909,0
5014784,0
2671478,0
7764230,0
6878926,0
1997595,0
1918201,0
2984168,0
5717591,0
3642434,0
4601952,0
4327384,0
4211730,0
1905328,0
6810431,0
3928041,0
3440624,0
2217395,0
1958073,0
7614717,0
4461441,0
9422887,0
4287386,0
4369510,0
1930059,0
1871259,0
4908769,0
3061427,0
7823156,0
2030509,0
4187489,0
1573437,0
2271435,0
2161738,0
5675941,0
3673115,0
7291954,0
2103463,0
3922749,0
7632336,0
8457475,0
9225081,0
4085079,0
1767736,0
3583690,0
4565531,0
1913588,0
6105356,0
2807502,0
5585081,0
7761507,0
1262308,0
5445585,0
4600237,0
5883827,0
1878980,0
2939795,0
5014476,0
4908041,0
8595858,0
5179116,0
3285637,0
3158328,0
3823391,0
6449609,0
4550033,0
9351326,0
2996299,0
4636924,0
5329728,0
2913118,0
3197661,0
2974361,0
4831783,0
3929644,0
6330875,0
5004921,0
3036528,0
7221373,0
5622377,0
1845667,0
6646253,0
3378184,0
2401334,0
1768471,0
3200587,0
2096393,0
1993227,0
6221360,0
8066084,0
4849192,0
3927075,0
5945476,0
2111471,0
6440348,0
2777213,0
7344279,0
4521886,0
4926640,0
3854828,0
3249489,0
5578256,0
7863749,0
4137131,0
1823330,0
9198642,0
4446594,0
3824112,0
3464165,0
3431545,0
3596682,0
7305828,0
6139355,0
7080610,0
6388513,0
4794396,0
8501806,0
8496759,0
1879078,0
5909104,0
2633587,0
7438975,0
6291080,0
2975131,0
4393331,0
9967837,0
3939283,0
5499324,0
4518197,0
2889206,0
2394159,0
3890969,0
7721530,0
330062,0
3679247,0
941701,0
6292445,0
5504364,0
6617273,0
7632602,0
6539839,0
5971467,0
3304495,0
3977447,0
6772267,0
1784060,0
2656575,0
5687477,0
7331084,0
2890228,0
2296586,0
3277797,0
2079026,0
1787252,0
6427006,0
6635277,0
2146919,0
8691450,0
3124007,0
9110540,0
3727428,0
3164649,0
1890110,0
5110257,0
6413937,0
1766609,0
6663536,0
4409151,0
6161629,0
4588127,0
2912859,0
3541284,0
5049007,0
1974698,0
3824714,0
2758978,0
5851228,0
3728695,0
1921057,0
6057595,0
8018638,0
6794499,0
3268739,0
3432553,0
1770081,0
2578917,0
1915863,0
7714754,0
6653386,0
4473873,0
5022631,0
3048715,0
4794984,0
5690389,0
7075626,0
5081543,0
1941371,0
3463248,0
10213145,0
3024859,0
3851132,0
3393962,0
7486708,0
9342156,0
10066985,0
4663384,0
5590996,0
2617417,0
3818631,0
5483266,0
4048847,0
6195355,0
7138857,0
6117998,0
5863597,0
3184711,0
4004215,0
7478371,0
7930228,0
2629100,0
9503114,0
4130845,0
2253347,0
2795889,0
5396067,0
6693426,0
5112350,0
7275854,0
5162918,0
2161108,0
4207026,0
4900145,0
2854332,0
2400221,0
6781920,0
3214139,0
2639033,0
3625865,0
6002372,0
4625745,0
7184427,0
6169833,0
7442454,0
2445798,0
8499454,0
1301228,0
2068792,0
4002752,0
5548779,0
2621358,0
3704741,0
6138228,0
7411451,0
8930759,0
3902904,0
3367663,0
5689780,0
2978463,0
2589053,0
3198424,0
5496538,0
4221404,0
2018959,0
3914986,0
3078171,0
3433974,0
6607830,0
2913272,0
2076737,0
4899445,0
5074214,0
3647565,0
5995365,0
7946993,0
3788846,0
8458945,0
6907570,0
8755444,0
2670162,0
4655082,0
1577280,0
2254978,0
7345196,0
4301337,0
5756777,0
2359075,0
8714543,0
7588824,0
6639862,0
3167533,0
5290577,0
5615573,0
1910445,0
3236119,0
299745,0
5904799,0
3330983,0
9124043,0
1994011,0
6384166,0
2145855,0
3871061,0
3125463,0
2420871,0
4013308,0
4914341,0
3260185,0
4007967,0
6395275,0
3295066,0
5140574,0
9418610,0
2633405,0
6112370,0
6213450,0
1399228,0
5690718,0
3839708,0
2769800,0
7328039,0
1977729,0
6125369,0
6646351,0
2087027,0
3249230,0
5122752,0
2451594,0
5481481,0
2285400,0
4700932,0
9488099,0
3911444,0
9523442,0
2975243,0
4254542,0
3979274,0
7519545,0
2121187,0
4392295,0
2607036,0
5431123,0
4950440,0
8142181,0
1986038,0
4573161,0
2378717,0
8016139,0
7782983,0
4558699,0
9651290,0
1898363,0
1980088,0
2011889,0
4658820,0
2494175,0
2796995,0
4056190,0
1951143,0
5131670,0
7258620,0
2298014,0
2472874,0
2243652,0
4251035,0
5534359,0
9439197,0
2412114,0
8862208,0
7036020,0
2302858,0
3436725,0
2746679,0
4732516,0
6428798,0
3551322,0
2266696,0
4700442,0
4071527,0
1848775,0
4948774,0
7214695,0
5258608,0
5341754,0
7502101,0
6186997,0
3039153,0
7969575,0
5501620,0
2300982,0
6195516,0
4775811,0
5744639,0
7211566,0
4593531,0
6994202,0
2868115,0
5176449,0
3524974,0
3162430,0
8468150,0
3226361,0
5031262,0
5742546,0
2642925,0
4275759,0
4251497,0
2572981,0
5135233,0
4307294,0
4064331,0
3422522,0
6695351,0
3729941,0
2586211,0
9395580,0
6338498,0
5266273,0
1216689,0
9453239,0
2096771,0
3728359,0
2072712,0
4562234,0
6047123,0
2442578,0
9605832,0
3829985,0
7375856,0
5036393,0
4365975,0
4484779,0
9280059,0
6587054,0
6833832,0
2384464,0
3830398,0
3483436,0
3470584,0
2635379,0
2702474,0
8156622,0
912847,0
2145729,0
3440050,0
4258868,0
7572164,0
3470962,0
5632247,0
3167526,0
5111755,0
6147951,0
3657050,0
4421030,0
3119520,0
4814052,0
2172147,0
6644307,0
3452566,0
2065397,0
2581101,0
2279541,0
4477898,0
3261844,0
5330848,0
2645424,0
4955004,0
2073776,0
6657761,0
3012574,0
9514741,0
7412746,0
2640727,0
6901704,0
2874618,0
9441766,0
5044415,0
3495427,0
4117937,0
2374888,0
4184563,0
6223271,0
2305784,0
2886826,0
2963434,0
2223954,0
4048595,0
3308079,0
3417566,0
5649726,0
9161059,0
5491498,0
6632540,0
1763382,0
3794341,0
6856554,0
2847843,0
3415585,0
5549570,0
3600917,0
4510700,0
2559422,0
4993000,0
2574836,0
6158556,0
3174141,0
5708645,0
5264614,0
2278512,0
3322394,0
6215487,0
9335709,0
1445547,0
1685283,0
5830774,0
1392431,0
9876662,0
2887953,0
4077764,0
1840424,0
5854658,0
3575521,0
2125961,0
2021206,0
7671900,0
4572419,0
2115741,0
5964838,0
4432433,0
4892921,0
3929357,0
9062506,0
2292631,0
2637577,0
2449830,0
1191678,0
8561803,0
5886627,0
2973374,0
3737907,0
2979212,0
6217048,0
5476273,0
4774313,0
6279684,0
3370757,0
4324430,0
4351660,0
7505881,0
7709154,0
5310366,0
4250692,0
2165903,0
4149675,0
7256114,0
3899320,0
6882048,0
4291236,0
1899539,0
4758955,0
7538949,0
6962583,0
7069753,0
2246207,0
2273206,0
4257629,0
2048646,0
2448591,0
3846841,0
5531923,0
3919067,0
