id	label	message
2246	0	How did you find out in a way that didn't include all of these details
5544	0	I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready
731	1	Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
5028	1	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
2915	1	Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
3229	1	SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info
3128	0	Thats cool. i liked your photos. You are very sexy!
2075	0	Yar lor actually we quite fast... Cos da ge slow wat... Haha...
221	0	Ok no prob. Take ur time.
2115	1	Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop
896	0	"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
4352	0	Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng
3378	0	Yup. Wun believe wat? U really neva c e msg i sent shuhui?
308	0	Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
1077	0	Where can download clear movies. Dvd copies.
4729	0	I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
2614	0	Thanks for sending this mental ability question..
1619	0	The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
5080	0	Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
1225	1	You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
4442	0	I'm going 2 orchard now laready me reaching soon. U reaching?
1547	0	Shant disturb u anymore... Jia you...
812	0	So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
3143	0	Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
162	0	New car and house for my parents.:)i have only new job in hand:)
3474	0	You getting back any time soon?
5337	0	My birthday is on feb  &lt;#&gt;  da. .
4694	0	Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
715	0	He also knows about lunch menu only da. . I know
4324	0	Aight well keep me informed
430	0	I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
670	0	Did u receive my msg?
1709	0	How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?
2691	1	sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 
4181	0	swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.
3193	0	Is ur paper today in e morn or aft?
4667	0	Not..tel software name..
3039	0	You are not bothering me but you have to trust my answers. Pls.
5165	0	Ü still got lessons?  Ü in sch?
4615	0	hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
2381	0	If i let you do this, i want you in the house by 8am.
3167	1	HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k
5211	0	It is only yesterday true true.
2446	0	The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight
1966	0	Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
2133	1	Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
1723	0	Thought praps you meant another one. Goodo! I'll look tomorrow 
3220	0	Me too baby! I promise to treat you well! I bet you will take good care of me...
1881	0	Just seeing your missed call my dear brother. Do have a gr8 day.
811	0	S:)s.nervous  &lt;#&gt; :)
4366	0	Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
4258	1	important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
1158	0	He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
3498	0	Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served
5374	0	Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
2632	1	URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm
2724	0	Tunde, how are you doing. This is just wishing you a great day. Abiola.
738	1	Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
1524	0	Yup ok thanx...
4651	0	"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
4497	0	In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade
4026	0	 &lt;#&gt;  in mca. But not conform.
2302	0	&lt;#&gt; , that's all? Guess that's easy enough
2977	0	I love u 2 my little pocy bell I am sorry but I love u
838	0	Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks
4228	0	Buy one egg for me da..please:)
5378	1	Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022
4943	0	I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...
3276	0	Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
1164	0	New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
672	1	"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468"
4652	1	A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
4132	0	Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...
1910	0	Then u going ikea str aft dat?
3355	0	R u sure they'll understand that! Wine * good idea just had a slurp!
5048	0	Hmmm.still we dont have opener?
4801	0	its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?
3546	0	Thank You meet you monday
1098	0	Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
65	1	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589
4216	0	No dear i was sleeping :-P
795	0	There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
1290	0	Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May
3165	0	TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD
847	0	My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
2107	0	Thank you. I like you as well...
4286	0	I pocked you up there before
984	0	LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
4383	0	yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
4679	0	It is a good thing I'm now getting the connection to bw
554	0	Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
661	0	Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '
315	0	You made my day. Do have a great day too.
461	0	Where did u go? My phone is gonna die you have to stay in here
2101	0	Oh Howda gud gud.. Mathe en samachara chikku:-)
342	0	I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
2781	0	Long after I quit. I get on only like 5 minutes a day as it is.
3645	0	* Thought I didn't see you.
1334	0	Oh... Icic... K lor, den meet other day...
615	0	I called and said all to him:)then he have to choose this future.
4881	0	alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
207	0	As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.
336	0	Ta-Daaaaa! I am home babe, are you still up ?
4864	1	Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
355	0	&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
4276	0	Haiyoh... Maybe your hamster was jealous of million
582	0	Ok anyway no need to change with what you said
4041	0	I'm at home n ready...
1105	1	Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
4535	0	I have no money 4 steve mate! !
1944	0	I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
4706	0	Hey anyway i have to :-)
4085	0	Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
4520	0	Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho
538	0	Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
1924	0	Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
3702	0	Shall i get my pouch?
1357	0	U ned to convince him tht its not possible witot hurting his feeling its the main
5263	0	Pls speak with me. I wont ask anything other then you friendship.
1764	0	Joy's father is John. Then John is the NAME of Joy's father. Mandan
53	0	"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
4119	0	Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
5529	0	What about this one then.
4238	0	Life style garments account no please.
793	0	Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!
1420	0	Speak only when you feel your words are better than the silence... Gud mrng:-)
13	0	I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
549	0	Wait  &lt;#&gt;  min..
2800	0	I've told him that i've returned it. That should i re order it.
2156	0	What year. And how many miles.
3719	0	Cool. Do you like swimming? I have a pool and jacuzzi at my house.
1345	0	Were somewhere on Fredericksburg
4265	0	She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
3960	0	Have a nice day my dear.
1779	0	"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
1702	0	Can come my room but cannot come my house cos my house still messy... Haha...
4947	0	I'm already back home so no probably not
3281	0	Badrith is only for chennai:)i will surely pick for us:)no competition for him.
3361	0	Please attend the phone:)
1294	0	Happy birthday... May all ur dreams come true...
2528	0	Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again
823	1	SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE
951	0	Awesome, lemme know whenever you're around
3534	0	Sorry, I'll call later
863	0	Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you
179	0	Text her. If she doesnt reply let me know so i can have her log in
4849	0	S.this will increase the chance of winning.
2926	0	Are you coming to day for class.
5404	0	Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
1768	0	K, want us to come by now?
1565	0	Tmrw. Im finishing 9 doors
2720	0	Go where n buy? Juz buy when we get there lar.
3519	0	Are you willing to go for apps class.
2578	0	Hey whats up? U sleeping all morning?
1576	0	Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...
2248	1	Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL
4933	0	Match started.india  &lt;#&gt;  for 2
5036	0	How many times i told in the stage all use to laugh. You not listen aha.
5013	0	U attend ur driving lesson how many times a wk n which day?
3887	0	Same, I'm at my great aunts anniversary party in tarpon springs
3210	0	Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
1554	0	Ok how you dear. Did you call chechi
3309	0	But i'm surprised she still can guess right lor...
4752	1	Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
1712	0	I got your back! Do you have any dislikes in bed?
1840	0	Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
4598	0	Full heat pa:-) i have applyed oil pa.
2035	0	Is avatar supposed to have subtoitles
4680	0	Sry da..jst nw only i came to home..
3968	1	YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
4392	0	The greatest test of courage on earth is to bear defeat without losing heart....gn tc
3856	1	Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg
4936	0	Hey babe, how's it going ? Did you ever figure out where your going for New Years ?
5542	0	Armand says get your ass over to epsilon
510	0	Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
1116	0	So lets make it saturday or monday as per convenience.
5558	0	Sorry, I'll call later
884	0	Dude we should go sup again
1067	0	Once free call me sir. I am waiting for you.
3456	0	No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
550	0	Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
3025	0	I love ya too but try and budget your money better babe. Gary would freak on me if he knew
4202	0	Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
3124	0	He telling not to tell any one. If so treat for me hi hi hi
3956	0	I knew it... U slept v late yest? Wake up so late...
2773	0	Still in customer place
2551	0	Please sen :)my kind advice :-)please come here and try:-)
911	0	My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
4326	0	Am only searching for good dual sim mobile pa.
3736	0	It‘s £6 to get in, is that ok?
5431	0	If I was I wasn't paying attention
152	0	Yup i thk cine is better cos no need 2 go down 2 plaza mah.
534	0	I'll be late...
2719	1	18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
2996	0	Mm not entirely sure i understood that text but hey. Ho. Which weekend?
4545	0	when you and derek done with class?
4674	0	I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
1751	0	Got it..mail panren paru..
1281	0	Oh ho. Is this the first time u use these type of words
4234	0	My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
5568	0	Will ü b going to esplanade fr home?
2063	0	Is there any training tomorrow?
5202	0	WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
4382	0	Mathews or tait or edwards or anderson
3479	0	I can ask around but there's not a lot in terms of mids up here
5193	0	It's wylie, you in tampa or sarasota?
4029	0	Lol its ok I didn't remember til last nite
4499	1	Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+
1592	0	That's my honeymoon outfit. :)
3127	0	U coming 2 pick me?
4478	0	Oh :-)only 4 outside players allowed to play know
5363	0	I think your mentor is , but not 100 percent sure.
1579	0	How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
4818	0	Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
2913	0	You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
5064	0	Ok i also wan 2 watch e 9 pm show...
5131	0	That sucks. I'll go over so u can do my hair. You'll do it free right?
5150	0	Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)
878	1	Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
2056	0	Sir, I am waiting for your mail.
5285	1	URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18
3311	0	Oh ho. Is this the first time u use these type of words
3908	0	No that just means you have a fat head
3503	0	I will come to ur home now
1068	0	Meeting u is my work. . . Tel me when shall i do my work tomorrow
707	0	So when do you wanna gym harri
2336	0	Which is weird because I know I had it at one point
42	1	07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
3065	0	Ok. How many should i buy.
2521	0	Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
2472	0	sry can't talk on phone, with parents
118	0	Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
3588	0	Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
4070	0	Hope youre not having too much fun without me!! see u tomorrow love jess x
